person_id,camera_id,tracklets_id,motion,pose,occlusion,cut-out,muti-person,background-dominant,target-change,target-miss,wrong-target,backpack,bag,handbag,boots,gender,hat,shoes,top,bottom color,top color
24,3,34,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
24,4,35,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
25,1,2220,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
25,8,2221,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
26,1,36,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
26,2,37,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
27,1,2222,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
27,2,2223,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
27,3,2224,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
27,4,2225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
28,1,38,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
28,2,39,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
28,3,40,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
28,4,41,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,5
29,1,42,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0
29,2,43,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0
29,5,44,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0
29,6,45,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0
30,1,2226,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5
30,2,2227,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5
30,3,2228,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5
30,4,2229,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5
31,1,2230,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
31,2,2231,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
31,5,2232,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
31,6,2233,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
32,1,46,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
32,8,47,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
33,1,2234,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
33,2,2235,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
33,5,2236,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
33,6,2237,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
34,1,2238,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
34,2,2239,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
35,1,2240,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,2,2241,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,1,48,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5
36,2,49,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5
37,1,50,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
37,2,51,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
37,3,52,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
37,4,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
38,1,54,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
38,2,55,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
39,1,2242,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
39,2,2243,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
39,3,2244,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
39,4,2245,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
40,1,56,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
40,2,57,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
41,1,58,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2
41,2,59,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2
41,3,60,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2
41,4,61,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,2
42,1,2246,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,7
42,2,2247,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,7
42,5,2248,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,7
42,6,2249,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,7
43,1,2250,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
43,6,2251,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
43,7,2252,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
43,8,2253,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
44,1,2254,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
44,2,2255,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
44,5,2256,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
44,6,2257,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
45,1,62,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4
45,2,63,0,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,4
46,1,2258,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
46,2,2259,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
46,3,2260,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
46,4,2261,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
47,1,2262,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2,2263,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,3,2264,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,4,2265,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1,64,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
48,2,65,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
49,1,2266,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
49,2,2267,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0
50,1,2268,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,4
50,2,2269,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,4
50,3,2270,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,4
50,4,2271,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,4
51,1,2272,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
51,2,2273,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
51,3,2274,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
51,4,2275,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
52,1,66,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0
52,2,67,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0
53,1,2276,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,2,2277,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,1,68,0,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4
54,8,69,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4
55,1,70,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
55,2,71,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
56,1,2278,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4
56,8,2279,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4
57,1,72,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
57,2,73,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
57,3,74,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
57,4,75,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
58,1,76,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0
58,8,77,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0
59,1,78,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
59,2,79,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
59,3,80,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
59,4,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
60,1,82,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4
60,2,83,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4
60,5,84,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4
60,6,85,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4
60,7,86,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4
61,1,2280,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
61,2,2281,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
62,1,87,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0
62,2,88,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
62,5,89,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
62,7,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0
63,1,91,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,2,92,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,5,93,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,7,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,1,95,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
64,2,96,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
64,5,97,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
64,6,98,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
65,1,99,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
65,2,100,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
65,3,101,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
66,1,2282,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2
66,2,2283,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2
66,5,2284,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2
66,6,2285,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2
67,1,102,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
67,2,103,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
67,5,104,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
67,6,105,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
68,1,2286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
68,2,2287,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
68,3,2288,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
68,4,2289,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
69,1,2290,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,7
69,2,2291,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,7
69,3,2292,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,7
70,1,106,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
70,5,107,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
70,6,108,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
71,1,109,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,2,110,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,5,111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,6,112,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,7,113,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,8,114,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,1,2293,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
72,2,2294,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
72,5,2295,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
72,6,2296,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
73,1,115,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0
73,2,116,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0
73,3,117,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0
73,4,118,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0
74,1,119,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0
74,8,120,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0
75,1,2297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
75,2,2298,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
75,3,2299,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
75,4,2300,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
76,1,2301,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
76,2,2302,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
76,5,2303,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
76,6,2304,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
77,1,2305,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1
77,2,2306,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1
77,8,2307,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1
78,1,2308,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
78,2,2309,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
78,3,2310,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
78,4,2311,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
79,1,2312,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
79,2,2313,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
80,1,2314,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
80,2,2315,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
80,3,2316,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
80,4,2317,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
81,1,121,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
81,8,122,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82,1,123,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5
82,5,124,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5
82,6,125,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5
82,7,126,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5
83,1,2318,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5
83,2,2319,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5
83,5,2320,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5
83,6,2321,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5
84,1,127,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84,2,128,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84,5,129,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84,6,130,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
85,1,131,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
85,8,132,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
86,1,2322,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
86,2,2323,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
86,3,2324,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
86,4,2325,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5
87,1,133,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
87,2,134,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
87,5,135,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
87,6,136,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
88,1,2326,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
88,2,2327,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
88,3,2328,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
88,4,2329,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
89,1,2330,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
89,8,2331,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
90,1,2332,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4
90,2,2333,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4
91,1,2334,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1
91,2,2335,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1
92,1,2336,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3
92,2,2337,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3
93,1,137,0,3,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,5
93,2,138,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,5
93,3,139,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,5
94,1,140,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,3
94,2,141,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3,3
94,3,142,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1
95,1,2338,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7
95,2,2339,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7
95,5,2340,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7
95,6,2341,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7
96,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
96,8,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
97,1,2342,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
97,2,2343,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
98,1,2344,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,2,2345,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,5,2346,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,6,2347,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,1,2348,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
99,2,2349,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
99,3,2350,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
99,4,2351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
100,1,145,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0
100,8,146,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0
101,1,2352,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5
101,2,2353,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5
102,1,147,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
102,2,148,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
103,1,2354,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
103,2,2355,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
103,5,2356,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
103,6,2357,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
104,1,149,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
